fullName,username,email,password,avatar,status
Marisa Chandler,user0_oscar51,user0_lowerysabrina@example.net,Password@123,http://localhost:5000/avatars/avatar2.jpg,SUCCESS
Tracy Williams,user1_kyle59,user1_vperez@example.com,Password@123,http://localhost:5000/avatars/avatar6.jpg,SUCCESS
Stephanie Rivas,user2_jasmine60,user2_robert62@example.com,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
Hayley Nolan,user3_lisa50,user3_hernandezrobert@example.net,Password@123,http://localhost:5000/avatars/avatar3.jpg,SUCCESS
Teresa Cox,user4_samantha69,user4_brownanthony@example.net,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
Joanna Hahn,user5_blanchardolivia,user5_elizabethhuynh@example.org,Password@123,http://localhost:5000/avatars/avatar1.jpg,SUCCESS
Dwayne Keller,user6_kayla95,user6_david18@example.com,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
Rebecca Watts,user7_sylvia25,user7_markburton@example.com,Password@123,http://localhost:5000/avatars/avatar5.jpg,SUCCESS
Mrs. Lindsey Harris MD,user8_michael25,user8_vanessa39@example.com,Password@123,http://localhost:5000/avatars/avatar5.jpg,SUCCESS
Samantha Barr,user9_ywong,user9_hwilson@example.net,Password@123,http://localhost:5000/avatars/avatar1.jpg,SUCCESS
Mindy French MD,user10_mcasey,user10_elizabethoneill@example.com,Password@123,http://localhost:5000/avatars/avatar6.jpg,SUCCESS
Monique Marsh,user11_santanajennifer,user11_ghudson@example.com,Password@123,http://localhost:5000/avatars/avatar6.jpg,SUCCESS
Angela Pace,user12_jill20,user12_lvilla@example.com,Password@123,http://localhost:5000/avatars/avatar6.jpg,SUCCESS
Larry Harris,user13_fortiz,user13_vjohnson@example.org,Password@123,http://localhost:5000/avatars/avatar6.jpg,SUCCESS
Jill Gutierrez,user14_jesse50,user14_duncanjuan@example.org,Password@123,http://localhost:5000/avatars/avatar2.jpg,SUCCESS
Ashley Cervantes,user15_nancy83,user15_hmueller@example.net,Password@123,http://localhost:5000/avatars/avatar1.jpg,SUCCESS
Jeffery Stanley,user16_kgarcia,user16_nancybuckley@example.com,Password@123,http://localhost:5000/avatars/avatar3.jpg,SUCCESS
Mrs. Jessica Dean,user17_jthomas,user17_hthornton@example.net,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
Julie Grant,user18_crystalmartinez,user18_dennishogan@example.com,Password@123,http://localhost:5000/avatars/avatar1.jpg,SUCCESS
Kimberly West DDS,user19_johnbryant,user19_adammarks@example.org,Password@123,http://localhost:5000/avatars/avatar3.jpg,SUCCESS
