fullName,username,email,password,avatar,status
Emily Clay,user0_emilybailey,user0_ddavis@example.org,Password@123,http://localhost:5000/avatars/avatar1.jpg,SUCCESS
Reginald George,user1_dbrady,user1_schavez@example.org,Password@123,http://localhost:5000/avatars/avatar6.jpg,SUCCESS
David Edwards,user2_tarakim,user2_clarkapril@example.org,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
Patrick Gomez,user3_johnsonshannon,user3_patricia95@example.net,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
Michael Garcia,user4_anash,user4_amartinez@example.org,Password@123,http://localhost:5000/avatars/avatar2.jpg,SUCCESS
Paul Coleman,user5_william56,user5_andrewskenneth@example.org,Password@123,http://localhost:5000/avatars/avatar6.jpg,SUCCESS
Julie Roberts,user6_eric18,user6_scott06@example.org,Password@123,http://localhost:5000/avatars/avatar5.jpg,SUCCESS
Danielle Harper,user7_patricia27,user7_roynicholas@example.net,Password@123,http://localhost:5000/avatars/avatar3.jpg,SUCCESS
Charles Bennett,user8_davislaura,user8_livingstonbreanna@example.org,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
James Pearson,user9_jacobjones,user9_victorialester@example.org,Password@123,http://localhost:5000/avatars/avatar5.jpg,SUCCESS
Dawn Nelson,user10_rachel99,user10_annette77@example.org,Password@123,http://localhost:5000/avatars/avatar2.jpg,SUCCESS
Stephen Brooks,user11_philipdominguez,user11_barbara37@example.net,Password@123,http://localhost:5000/avatars/avatar3.jpg,SUCCESS
Kathleen Smith,user12_greenkevin,user12_john82@example.org,Password@123,http://localhost:5000/avatars/avatar4.jpg,SUCCESS
Alexis Thompson,user13_walkereric,user13_kaylamyers@example.com,Password@123,http://localhost:5000/avatars/avatar3.jpg,SUCCESS
